"latitude","longitude","generationtime_ms","utc_offset_seconds","timezone","timezone_abbreviation","elevation","hourly_units__time","hourly_units__temperature_2m","hourly_units__relative_humidity_2m","hourly_units__windspeed_10m","hourly_units__windgusts_10m","hourly_units__pressure_msl","hourly_units__weathercode","hourly__time","hourly__temperature_2m","hourly__relative_humidity_2m","hourly__windspeed_10m","hourly__windgusts_10m","hourly__pressure_msl","hourly__weathercode"
"","","","","","","","","","","","","","","2024-01-03T10:00","26.8","38","11.9","26.3","1011.4","0"
"","","","","","","","","","","","","","","2024-01-03T11:00","26.5","36","12.1","24.8","1011.3","0"
"","","","","","","","","","","","","","","2024-01-03T12:00","24.9","40","8.6","22.7","1011.8","0"
"","","","","","","","","","","","","","","2024-01-03T13:00","21.3","51","8.3","14.4","1012.5","0"
"","","","","","","","","","","","","","","2024-01-03T14:00","20.4","50","10.1","16.6","1013.2","0"
"","","","","","","","","","","","","","","2024-01-03T15:00","19.1","54","8.0","15.8","1013.6","0"
"","","","","","","","","","","","","","","2024-01-03T16:00","17.4","63","7.0","12.6","1014.2","0"
"","","","","","","","","","","","","","","2024-01-03T17:00","16.7","69","7.7","12.2","1014.7","0"
"","","","","","","","","","","","","","","2024-01-03T18:00","16.1","75","8.5","13.3","1014.6","0"
"","","","","","","","","","","","","","","2024-01-03T19:00","15.9","79","10.0","15.8","1014.6","0"
"","","","","","","","","","","","","","","2024-01-03T20:00","15.6","80","10.8","17.6","1014.2","0"
"","","","","","","","","","","","","","","2024-01-03T21:00","15.3","80","11.1","18.0","1014.1","0"
"","","","","","","","","","","","","","","2024-01-03T22:00","15.1","82","12.0","19.4","1014.1","0"
"","","","","","","","","","","","","","","2024-01-03T23:00","14.8","85","12.0","19.8","1014.0","0"
"","","","","","","","","","","","","","","2024-01-04T00:00","14.5","87","11.8","19.4","1014.4","0"
"","","","","","","","","","","","","","","2024-01-04T01:00","14.7","89","13.1","21.2","1015.4","0"
"","","","","","","","","","","","","","","2024-01-04T02:00","14.4","90","13.0","21.2","1016.0","0"
"","","","","","","","","","","","","","","2024-01-04T03:00","15.8","83","14.7","22.7","1016.6","0"
"","","","","","","","","","","","","","","2024-01-04T04:00","18.1","73","13.4","25.2","1017.2","0"
"","","","","","","","","","","","","","","2024-01-04T05:00","20.6","65","12.0","25.6","1017.4","0"
"","","","","","","","","","","","","","","2024-01-04T06:00","22.8","59","11.8","25.6","1016.4","0"
"","","","","","","","","","","","","","","2024-01-04T07:00","24.5","54","11.2","25.9","1015.0","0"
"","","","","","","","","","","","","","","2024-01-04T08:00","25.7","44","11.5","25.6","1013.6","0"
"","","","","","","","","","","","","","","2024-01-04T09:00","26.3","36","12.6","26.6","1012.6","0"
"","","","","","","","","","","","","","","2024-01-04T10:00","26.3","33","13.0","26.6","1012.1","0"
"","","","","","","","","","","","","","","2024-01-04T11:00","25.8","32","12.5","25.9","1011.9","1"
"","","","","","","","","","","","","","","2024-01-04T12:00","23.8","39","6.5","22.7","1012.2","0"
"","","","","","","","","","","","","","","2024-01-04T13:00","19.9","52","7.0","10.8","1013.1","0"
"","","","","","","","","","","","","","","2024-01-04T14:00","18.7","55","8.4","13.0","1013.8","0"
"","","","","","","","","","","","","","","2024-01-04T15:00","17.8","59","8.0","14.0","1014.5","0"
"","","","","","","","","","","","","","","2024-01-04T16:00","16.5","63","7.2","12.2","1015.2","0"
"","","","","","","","","","","","","","","2024-01-04T17:00","15.6","69","7.1","12.6","1015.4","0"
"","","","","","","","","","","","","","","2024-01-04T18:00","15.1","76","7.9","12.2","1014.9","0"
"","","","","","","","","","","","","","","2024-01-04T19:00","15.0","78","8.9","13.7","1014.7","0"
"","","","","","","","","","","","","","","2024-01-04T20:00","14.6","79","8.7","14.0","1014.5","0"
"","","","","","","","","","","","","","","2024-01-04T21:00","14.2","80","9.4","15.1","1014.4","0"
"","","","","","","","","","","","","","","2024-01-04T22:00","14.0","81","9.4","15.5","1014.1","0"
"","","","","","","","","","","","","","","2024-01-04T23:00","13.8","83","9.9","15.8","1013.8","0"
"","","","","","","","","","","","","","","2024-01-05T00:00","13.6","85","9.7","15.8","1014.3","0"
"","","","","","","","","","","","","","","2024-01-05T01:00","13.9","91","10.7","17.3","1015.3","0"
"","","","","","","","","","","","","","","2024-01-05T02:00","13.8","91","11.0","18.0","1015.9","0"
"","","","","","","","","","","","","","","2024-01-05T03:00","15.3","84","13.0","20.2","1016.4","0"
"","","","","","","","","","","","","","","2024-01-05T04:00","17.7","73","11.5","23.0","1016.9","0"
"","","","","","","","","","","","","","","2024-01-05T05:00","20.3","66","11.1","24.1","1016.9","0"
"","","","","","","","","","","","","","","2024-01-05T06:00","22.5","61","10.5","24.5","1016.1","0"
"","","","","","","","","","","","","","","2024-01-05T07:00","24.0","56","9.5","24.1","1015.1","0"
"","","","","","","","","","","","","","","2024-01-05T08:00","25.1","49","8.7","22.7","1013.7","1"
"","","","","","","","","","","","","","","2024-01-05T09:00","25.7","43","9.3","22.0","1012.8","3"
"","","","","","","","","","","","","","","2024-01-05T10:00","25.8","42","10.0","22.0","1012.7","3"
"","","","","","","","","","","","","","","2024-01-05T11:00","25.5","41","11.2","21.6","1013.1","0"
"","","","","","","","","","","","","","","2024-01-05T12:00","24.0","46","6.9","20.9","1013.4","0"
"","","","","","","","","","","","","","","2024-01-05T13:00","20.2","53","8.6","14.0","1014.3","1"
"","","","","","","","","","","","","","","2024-01-05T14:00","19.0","54","8.0","15.1","1015.1","0"
"","","","","","","","","","","","","","","2024-01-05T15:00","17.7","60","7.6","12.6","1015.8","3"
"","","","","","","","","","","","","","","2024-01-05T16:00","16.2","69","6.5","11.2","1016.2","3"
"","","","","","","","","","","","","","","2024-01-05T17:00","15.5","73","7.6","11.5","1016.4","2"
"","","","","","","","","","","","","","","2024-01-05T18:00","15.0","73","7.7","13.0","1016.1","3"
"","","","","","","","","","","","","","","2024-01-05T19:00","14.8","67","9.4","15.1","1015.9","3"
"","","","","","","","","","","","","","","2024-01-05T20:00","14.7","67","10.3","16.6","1015.6","3"
"","","","","","","","","","","","","","","2024-01-05T21:00","14.6","76","10.7","17.3","1015.3","0"
"","","","","","","","","","","","","","","2024-01-05T22:00","14.5","80","11.3","18.0","1015.2","2"
"","","","","","","","","","","","","","","2024-01-05T23:00","14.4","82","12.5","20.2","1015.1","0"
"","","","","","","","","","","","","","","2024-01-06T00:00","14.2","85","13.2","21.2","1015.4","0"
"","","","","","","","","","","","","","","2024-01-06T01:00","14.7","89","13.5","22.3","1016.3","0"
"","","","","","","","","","","","","","","2024-01-06T02:00","14.4","90","14.0","22.7","1016.8","0"
"","","","","","","","","","","","","","","2024-01-06T03:00","15.7","83","15.6","24.8","1017.6","0"
"","","","","","","","","","","","","","","2024-01-06T04:00","18.1","72","15.2","27.7","1018.0","0"
"","","","","","","","","","","","","","","2024-01-06T05:00","20.4","64","15.2","30.2","1018.0","0"
"","","","","","","","","","","","","","","2024-01-06T06:00","22.5","57","15.4","31.0","1016.8","0"
"","","","","","","","","","","","","","","2024-01-06T07:00","24.1","50","14.5","31.0","1015.7","0"
"","","","","","","","","","","","","","","2024-01-06T08:00","25.2","45","13.3","29.9","1014.6","0"
"","","","","","","","","","","","","","","2024-01-06T09:00","25.9","41","13.0","28.1","1013.5","0"
"","","","","","","","","","","","","","","2024-01-06T10:00","26.1","38","13.6","27.4","1013.1","0"
"","","","","","","","","","","","","","","2024-01-06T11:00","25.7","38","13.6","26.6","1013.3","0"
"","","","","","","","","","","","","","","2024-01-06T12:00","24.0","45","8.9","24.5","1013.8","0"
"","","","","","","","","","","","","","","2024-01-06T13:00","19.9","60","7.9","15.5","1015.4","0"
"","","","","","","","","","","","","","","2024-01-06T14:00","18.8","63","8.7","13.7","1016.4","0"
"","","","","","","","","","","","","","","2024-01-06T15:00","17.9","67","9.2","14.4","1016.7","0"
"","","","","","","","","","","","","","","2024-01-06T16:00","17.4","69","10.2","16.6","1017.0","0"
"","","","","","","","","","","","","","","2024-01-06T17:00","17.1","71","12.3","19.4","1016.9","0"
"","","","","","","","","","","","","","","2024-01-06T18:00","16.9","72","14.3","22.7","1016.6","0"
"","","","","","","","","","","","","","","2024-01-06T19:00","16.5","72","14.0","23.0","1016.3","0"
"","","","","","","","","","","","","","","2024-01-06T20:00","16.2","73","14.1","23.0","1016.0","0"
"","","","","","","","","","","","","","","2024-01-06T21:00","15.8","75","14.5","23.4","1015.5","0"
"","","","","","","","","","","","","","","2024-01-06T22:00","15.6","77","14.8","24.1","1015.3","0"
"","","","","","","","","","","","","","","2024-01-06T23:00","15.3","78","15.0","24.8","1015.3","0"
"","","","","","","","","","","","","","","2024-01-07T00:00","15.1","79","14.8","24.8","1015.5","0"
"","","","","","","","","","","","","","","2024-01-07T01:00","15.7","78","15.0","25.9","1016.6","0"
"","","","","","","","","","","","","","","2024-01-07T02:00","15.7","78","15.9","25.9","1017.2","0"
"","","","","","","","","","","","","","","2024-01-07T03:00","16.8","74","15.9","28.8","1017.9","0"
"","","","","","","","","","","","","","","2024-01-07T04:00","18.7","67","18.2","32.8","1018.5","0"
"","","","","","","","","","","","","","","2024-01-07T05:00","20.9","61","17.6","33.8","1018.5","0"
"","","","","","","","","","","","","","","2024-01-07T06:00","22.9","57","16.9","33.8","1017.6","0"
"","","","","","","","","","","","","","","2024-01-07T07:00","24.5","54","15.9","33.1","1016.3","0"
"","","","","","","","","","","","","","","2024-01-07T08:00","25.6","52","15.8","32.4","1014.8","0"
"","","","","","","","","","","","","","","2024-01-07T09:00","26.3","51","15.4","32.0","1013.8","0"
"","","","","","","","","","","","","","","2024-01-07T10:00","26.5","51","14.5","30.6","1013.1","0"
"","","","","","","","","","","","","","","2024-01-07T11:00","26.1","52","14.3","28.8","1013.2","0"
"","","","","","","","","","","","","","","2024-01-07T12:00","25.0","56","11.7","26.6","1013.4","0"
"","","","","","","","","","","","","","","2024-01-07T13:00","22.2","65","8.9","17.6","1014.5","0"
"","","","","","","","","","","","","","","2024-01-07T14:00","21.3","68","10.2","16.6","1015.2","0"
"","","","","","","","","","","","","","","2024-01-07T15:00","20.7","70","10.0","16.6","1015.6","0"
"","","","","","","","","","","","","","","2024-01-07T16:00","20.2","70","10.6","17.3","1015.7","0"
"","","","","","","","","","","","","","","2024-01-07T17:00","19.8","70","11.5","18.4","1016.0","0"
"","","","","","","","","","","","","","","2024-01-07T18:00","19.4","70","13.2","21.2","1015.9","0"
"","","","","","","","","","","","","","","2024-01-07T19:00","19.0","72","13.1","22.0","1015.7","0"
"","","","","","","","","","","","","","","2024-01-07T20:00","18.5","78","13.5","22.0","1015.4","0"
"","","","","","","","","","","","","","","2024-01-07T21:00","18.0","82","12.8","21.6","1015.2","0"
"","","","","","","","","","","","","","","2024-01-07T22:00","17.6","86","12.8","20.9","1014.9","0"
"","","","","","","","","","","","","","","2024-01-07T23:00","17.3","87","13.2","21.6","1015.1","0"
"","","","","","","","","","","","","","","2024-01-08T00:00","17.0","88","13.8","23.0","1015.0","0"
"","","","","","","","","","","","","","","2024-01-08T01:00","18.0","84","13.6","23.0","1015.9","1"
"","","","","","","","","","","","","","","2024-01-08T02:00","17.6","85","13.5","22.3","1016.6","1"
"","","","","","","","","","","","","","","2024-01-08T03:00","18.8","79","12.7","23.4","1017.5","0"
"","","","","","","","","","","","","","","2024-01-08T04:00","20.9","71","15.0","27.7","1017.9","3"
"","","","","","","","","","","","","","","2024-01-08T05:00","22.3","66","15.2","28.8","1018.0","0"
"","","","","","","","","","","","","","","2024-01-08T06:00","24.4","61","13.9","29.9","1017.0","0"
"","","","","","","","","","","","","","","2024-01-08T07:00","25.9","58","11.6","28.4","1015.4","1"
"","","","","","","","","","","","","","","2024-01-08T08:00","26.4","57","10.8","25.6","1014.2","1"
"","","","","","","","","","","","","","","2024-01-08T09:00","26.8","56","10.7","25.2","1013.1","0"
"","","","","","","","","","","","","","","2024-01-08T10:00","27.5","54","9.4","23.4","1012.6","0"
"","","","","","","","","","","","","","","2024-01-08T11:00","27.3","54","10.3","20.9","1012.4","0"
"","","","","","","","","","","","","","","2024-01-08T12:00","26.3","58","9.0","20.5","1012.6","0"
"","","","","","","","","","","","","","","2024-01-08T13:00","23.1","71","5.8","14.8","1014.3","2"
"","","","","","","","","","","","","","","2024-01-08T14:00","23.2","71","6.6","10.1","1015.1","3"
"","","","","","","","","","","","","","","2024-01-08T15:00","23.0","72","8.0","12.2","1015.8","3"
"","","","","","","","","","","","","","","2024-01-08T16:00","22.5","74","10.9","16.9","1016.2","1"
"","","","","","","","","","","","","","","2024-01-08T17:00","21.3","78","12.8","20.5","1016.3","0"
"","","","","","","","","","","","","","","2024-01-08T18:00","20.5","68","14.4","23.8","1016.1","1"
"","","","","","","","","","","","","","","2024-01-08T19:00","19.9","65","14.4","24.5","1015.7","1"
"","","","","","","","","","","","","","","2024-01-08T20:00","19.6","73","13.6","24.1","1015.5","0"
"","","","","","","","","","","","","","","2024-01-08T21:00","19.3","79","13.0","22.0","1014.9","1"
"","","","","","","","","","","","","","","2024-01-08T22:00","19.3","80","9.2","20.9","1014.9","2"
"","","","","","","","","","","","","","","2024-01-08T23:00","19.2","81","7.3","14.8","1014.9","1"
"","","","","","","","","","","","","","","2024-01-09T00:00","18.7","84","7.2","11.9","1015.3","1"
"","","","","","","","","","","","","","","2024-01-09T01:00","18.4","84","8.2","21.2","1015.9","0"
"","","","","","","","","","","","","","","2024-01-09T02:00","18.0","87","11.4","17.6","1016.2","0"
"","","","","","","","","","","","","","","2024-01-09T03:00","19.6","80","13.9","24.5","1016.9","1"
"","","","","","","","","","","","","","","2024-01-09T04:00","21.4","73","11.6","24.5","1017.6","0"
"","","","","","","","","","","","","","","2024-01-09T05:00","23.7","65","12.4","25.2","1017.7","0"
"","","","","","","","","","","","","","","2024-01-09T06:00","25.5","57","14.3","29.2","1016.9","1"
"","","","","","","","","","","","","","","2024-01-09T07:00","26.4","53","12.6","29.5","1015.8","2"
"","","","","","","","","","","","","","","2024-01-09T08:00","27.3","50","12.3","26.6","1014.8","0"
"","","","","","","","","","","","","","","2024-01-09T09:00","27.8","47","14.0","28.1","1014.0","0"
"","","","","","","","","","","","","","","2024-01-09T10:00","27.8","46","14.7","28.8","1013.7","0"
"","","","","","","","","","","","","","","2024-01-09T11:00","27.5","46","13.3","28.4","1013.8","0"
"","","","","","","","","","","","","","","2024-01-09T12:00","26.4","47","11.2","24.5","1014.2","0"
"","","","","","","","","","","","","","","2024-01-09T13:00","24.2","52","10.2","15.8","1014.9","0"
"","","","","","","","","","","","","","","2024-01-09T14:00","23.0","50","10.1","16.9","1015.8","0"
"","","","","","","","","","","","","","","2024-01-09T15:00","21.8","54","10.5","16.9","1016.5","0"
"","","","","","","","","","","","","","","2024-01-09T16:00","20.9","56","10.5","16.9","1016.9","0"
"","","","","","","","","","","","","","","2024-01-09T17:00","20.1","56","10.8","17.6","1017.1","0"
"","","","","","","","","","","","","","","2024-01-09T18:00","19.6","57","10.6","17.6","1016.9","0"
"","","","","","","","","","","","","","","2024-01-09T19:00","19.3","63","11.5","18.7","1016.4","0"
"","","","","","","","","","","","","","","2024-01-09T20:00","19.1","72","12.1","19.8","1016.2","0"
"","","","","","","","","","","","","","","2024-01-09T21:00","19.0","78","12.4","20.5","1015.9","0"
"","","","","","","","","","","","","","","2024-01-09T22:00","18.7","80","12.7","20.9","1015.6","0"
"","","","","","","","","","","","","","","2024-01-09T23:00","18.5","80","13.6","22.3","1015.2","0"
"","","","","","","","","","","","","","","2024-01-10T00:00","18.3","81","13.5","22.3","1015.3","0"
"","","","","","","","","","","","","","","2024-01-10T01:00","18.2","83","15.1","25.2","1016.1","0"
"","","","","","","","","","","","","","","2024-01-10T02:00","17.9","83","14.3","24.8","1016.6","0"
"","","","","","","","","","","","","","","2024-01-10T03:00","18.9","78","14.1","25.6","1017.2","0"
"","","","","","","","","","","","","","","2024-01-10T04:00","20.6","71","15.4","29.2","1017.8","0"
"","","","","","","","","","","","","","","2024-01-10T05:00","22.6","64","15.1","29.9","1018.1","0"
"","","","","","","","","","","","","","","2024-01-10T06:00","24.6","58","14.7","30.6","1017.5","0"
"","","","","","","","","","","","","","","2024-01-10T07:00","26.1","55","13.2","29.9","1015.9","0"
"","","","","","","","","","","","","","","2024-01-10T08:00","27.2","53","12.5","28.1","1014.4","0"
"","","","","","","","","","","","","","","2024-01-10T09:00","27.8","52","11.7","27.4","1013.5","0"
"","","","","","","","","","","","","","","2024-01-10T10:00","27.9","51","11.9","25.6","1012.9","0"
"","","","","","","","","","","","","","","2024-01-10T11:00","27.6","51","12.0","24.8","1012.8","0"
"","","","","","","","","","","","","","","2024-01-10T12:00","26.6","55","9.7","23.4","1013.3","0"
"","","","","","","","","","","","","","","2024-01-10T13:00","23.0","70","7.7","12.2","1014.3","0"
"","","","","","","","","","","","","","","2024-01-10T14:00","21.7","77","7.2","9.4","1015.1","0"
"","","","","","","","","","","","","","","2024-01-10T15:00","21.0","79","5.4","8.3","1016.0","0"
"","","","","","","","","","","","","","","2024-01-10T16:00","20.3","78","7.6","11.9","1016.5","0"
"","","","","","","","","","","","","","","2024-01-10T17:00","19.8","76","8.7","13.7","1016.8","0"
"","","","","","","","","","","","","","","2024-01-10T18:00","19.1","75","9.0","14.8","1016.6","0"
"","","","","","","","","","","","","","","2024-01-10T19:00","18.3","78","8.0","14.4","1016.1","0"
"","","","","","","","","","","","","","","2024-01-10T20:00","17.7","82","8.2","13.7","1015.9","0"
"","","","","","","","","","","","","","","2024-01-10T21:00","17.4","87","8.5","13.7","1015.9","0"
"","","","","","","","","","","","","","","2024-01-10T22:00","17.1","87","9.0","14.8","1015.7","0"
"","","","","","","","","","","","","","","2024-01-10T23:00","16.8","86","8.7","14.8","1015.7","0"
"","","","","","","","","","","","","","","2024-01-11T00:00","16.6","84","9.1","14.8","1015.9","0"
"","","","","","","","","","","","","","","2024-01-11T01:00","17.0","85","10.4","16.6","1016.8","0"
"","","","","","","","","","","","","","","2024-01-11T02:00","16.9","85","10.9","17.6","1017.5","0"
"","","","","","","","","","","","","","","2024-01-11T03:00","18.3","79","12.5","20.2","1018.2","0"
"","","","","","","","","","","","","","","2024-01-11T04:00","20.7","70","12.1","23.8","1018.8","0"
"","","","","","","","","","","","","","","2024-01-11T05:00","23.2","63","12.1","25.2","1018.9","0"
"","","","","","","","","","","","","","","2024-01-11T06:00","25.4","59","12.1","26.3","1017.9","0"
"","","","","","","","","","","","","","","2024-01-11T07:00","26.9","55","10.8","26.3","1016.7","0"
"","","","","","","","","","","","","","","2024-01-11T08:00","27.9","50","9.2","24.8","1015.2","0"
"","","","","","","","","","","","","","","2024-01-11T09:00","28.5","47","8.7","22.3","1014.3","0"
"","","","","","","","","","","","","","","2024-01-11T10:00","28.6","46","9.8","21.6","1013.8","0"
"","","","","","","","","","","","","","","2024-01-11T11:00","28.2","46","10.5","21.6","1013.7","0"
"","","","","","","","","","","","","","","2024-01-11T12:00","27.0","51","7.0","20.2","1013.9","0"
"","","","","","","","","","","","","","","2024-01-11T13:00","22.9","66","7.0","12.6","1014.7","0"
"","","","","","","","","","","","","","","2024-01-11T14:00","21.5","72","6.7","10.1","1015.5","0"
"","","","","","","","","","","","","","","2024-01-11T15:00","20.2","78","6.0","9.7","1016.2","0"
"","","","","","","","","","","","","","","2024-01-11T16:00","19.5","80","6.3","9.7","1016.8","0"
"","","","","","","","","","","","","","","2024-01-11T17:00","18.7","83","6.5","10.1","1016.7","0"
"","","","","","","","","","","","","","","2024-01-11T18:00","18.0","85","6.5","10.4","1016.3","0"
"","","","","","","","","","","","","","","2024-01-11T19:00","17.1","89","6.1","10.4","1015.8","0"
"","","","","","","","","","","","","","","2024-01-11T20:00","16.4","91","6.4","9.7","1015.4","0"
"","","","","","","","","","","","","","","2024-01-11T21:00","16.1","92","7.1","11.2","1015.2","0"
"","","","","","","","","","","","","","","2024-01-11T22:00","15.8","93","7.4","11.9","1014.8","0"
"","","","","","","","","","","","","","","2024-01-11T23:00","15.6","93","7.8","13.0","1014.6","0"
"","","","","","","","","","","","","","","2024-01-12T00:00","15.5","93","8.1","13.0","1014.9","0"
"","","","","","","","","","","","","","","2024-01-12T01:00","16.0","94","7.4","12.2","1015.7","0"
"","","","","","","","","","","","","","","2024-01-12T02:00","16.0","94","8.1","13.3","1016.2","0"
"","","","","","","","","","","","","","","2024-01-12T03:00","17.6","89","10.9","17.6","1017.0","0"
"","","","","","","","","","","","","","","2024-01-12T04:00","20.3","79","9.2","19.1","1017.5","0"
"","","","","","","","","","","","","","","2024-01-12T05:00","23.0","71","8.2","20.5","1017.7","0"
"","","","","","","","","","","","","","","2024-01-12T06:00","25.3","65","6.4","20.2","1017.1","0"
"","","","","","","","","","","","","","","2024-01-12T07:00","26.9","61","4.9","18.7","1015.7","0"
"","","","","","","","","","","","","","","2024-01-12T08:00","28.1","52","2.0","16.9","1014.4","0"
"","","","","","","","","","","","","","","2024-01-12T09:00","28.7","45","3.1","13.3","1013.5","0"
"","","","","","","","","","","","","","","2024-01-12T10:00","28.8","43","5.4","15.5","1013.2","0"
"","","","","","","","","","","","","","","2024-01-12T11:00","28.5","42","6.1","15.1","1013.2","0"
"","","","","","","","","","","","","","","2024-01-12T12:00","26.7","54","4.0","13.7","1013.6","0"
"","","","","","","","","","","","","","","2024-01-12T13:00","24.4","55","7.1","10.8","1014.7","0"
"","","","","","","","","","","","","","","2024-01-12T14:00","23.0","60","7.8","12.2","1015.2","0"
"","","","","","","","","","","","","","","2024-01-12T15:00","22.1","62","8.4","13.3","1015.5","0"
"","","","","","","","","","","","","","","2024-01-12T16:00","21.2","62","8.4","13.0","1015.8","0"
